CONCERNS,Search,OLD ID#,Fiorella data ID#,FAO - ID,FAO - biblio ID,IN FAO or Fiorella?,# data points,ID#,Source,journal,Year,Geographic_location,Geographic Location - Cleaned,HDI,DemersPelag,EnvTemp,Form,Form - Clean,Season,SeasonCL,Species_from_search,Family,Matt - Comments,not sure,Other Info - INFOODS ONLY,DW protein,DW minerals,DW vitamins,DW FA,Ambig Protein,Ambig Minerals,Ambig Vitamins,Ambig FA,Protein - Sample Weight,Protein - Replicates,Protein - Value,Protein - Variance,Protein - Unit,PrRel,PrSt,Zn - Sample Weight,Zn - Replicates,Zn - Value,Zn - Variance,Zn - Unit,ZnRel,ZnSt,Ca - Sample Weight,Ca - Replicates,Ca - Value,Ca - Variance,Ca - Unit,CaRel,CaSt,Fe - Sample Weight,Fe - Replicates,Fe - Value,Fe - Variance,Fe - Unit,FeRel,FeSt,Se - Sample Weight,Se - Replicates,Se - Value,Se - Variance,Se - Unit,SeRel,SeSt,P - Sample Weight,P - Replicates,P - Value,P - Variance,P - Unit,PRel,PSt,Mg - Sample Weight,Mg - Replicates,Mg - Value,Mg - Variance,Mg - Unit,MgRel,MgSt,Potential mixup with N3.6_PUFA,Potential mixup with Vitamin A (1=does not clearly state total vitamin A),VitA - Sample Weight,VitA - Replicates,VitA - Value,VitA - Variance,VitA - Unit,VitARel,VitASt,VitB12 - Sample Weight,VitB12 - Replicates,VitB12 - Value,VitB12 - Variance,VitB12 - Unit,VitB12Rel,VitB12St,PUFA - Sample Weight,PUFA - Replicates,PUFA - Reported Value,PUFA - Value,PUFA - Variance,PUFA - Unit,PUFARel,PUFASt,EPA - Sample Weight,EPA - Replicates,EPA - Reported Value,EPA - Value,EPA - Variance,EPA - Unit,EPARel,EPASt,DHA - Sample Weight,DHA - Replicates,DHA - Reported Value,DHA - Value,DHA - Variance,DHA - Unit,DHARel,DHASt,O3 - Sample Weight,O3 - Replicates,n.3 - Reported Value,O3 - Value,O3 - Variance,O3 - Unit,O3Rel,O3St,O6 - Sample Weight,O6 - Replicates,n.6 - Reported Value,O6 - Value,O6 - Variance,O6 - Unit,O6Rel,O6St,Count,,,,,,
,Fiorella Data,,803,,,1,2,C_137,"Roos, N., Islam, M.M., &Thilsted, S.H. (2003). Small Indigenous Fish Species in Bangladesh: Contribution to Vitamin A, Calcium and Iron Intakes. The Journal of Nutrition, 133(11), 4021S-4026S",The Journal of Nutrition,2003,,Bangladesh,Medium,benthopelagic,tropical,edible parts (?),whole (minus parts)*,,,Channa punctata,Channidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,766,,mg/100g,,,,,1.8,,mg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fiorella Data,,804,,,1,2,C_138,"Roos, N., Islam, M.M., &Thilsted, S.H. (2003). Small Indigenous Fish Species in Bangladesh: Contribution to Vitamin A, Calcium and Iron Intakes. The Journal of Nutrition, 133(11), 4021S-4026S",The Journal of Nutrition,2003,,Bangladesh,Medium,benthopelagic,tropical,edible parts (?),whole (minus parts)*,,,Amblypharyngodon mola,Cyprinidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,853,,mg/100g,,,,,5.7,,mg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fiorella Data,,805,,,1,2,C_139,"Roos, N., Islam, M.M., &Thilsted, S.H. (2003). Small Indigenous Fish Species in Bangladesh: Contribution to Vitamin A, Calcium and Iron Intakes. The Journal of Nutrition, 133(11), 4021S-4026S",The Journal of Nutrition,2003,,Bangladesh,Medium,benthopelagic,tropical,edible parts (?),whole (minus parts)*,,,Esomus danrica,Cyprinidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,891,,mg/100g,,,,,12,,mg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fiorella Data,,806,,,1,2,C_140,"Roos, N., Islam, M.M., &Thilsted, S.H. (2003). Small Indigenous Fish Species in Bangladesh: Contribution to Vitamin A, Calcium and Iron Intakes. The Journal of Nutrition, 133(11), 4021S-4026S",The Journal of Nutrition,2003,,Bangladesh,Medium,demersal,tropical,edible parts (?),whole (minus parts)*,,,Parambassis ranga,Ambassidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,955,342,mg/100g,,,,,1.8,0.7,mg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fiorella Data,,806,,,1,2,C_141,"Roos, N., Islam, M.M., &Thilsted, S.H. (2003). Small Indigenous Fish Species in Bangladesh: Contribution to Vitamin A, Calcium and Iron Intakes. The Journal of Nutrition, 133(11), 4021S-4026S",The Journal of Nutrition,2003,,Bangladesh,Medium,demersal,subtropical,edible parts (?),whole (minus parts)*,,,Parambassis baculis,Ambassidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,955,342,mg/100g,,,,,1.8,0.7,mg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fiorella Data,,806,,,1,2,C_142,"Roos, N., Islam, M.M., &Thilsted, S.H. (2003). Small Indigenous Fish Species in Bangladesh: Contribution to Vitamin A, Calcium and Iron Intakes. The Journal of Nutrition, 133(11), 4021S-4026S",The Journal of Nutrition,2003,,Bangladesh,Medium,benthopelagic,tropical,edible parts (?),whole (minus parts)*,,,Chanda nama,Ambassidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,955,342,mg/100g,,,,,1.8,0.7,mg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fiorella Data,,807,,,1,2,C_143,"Roos, N., Islam, M.M., &Thilsted, S.H. (2003). Small Indigenous Fish Species in Bangladesh: Contribution to Vitamin A, Calcium and Iron Intakes. The Journal of Nutrition, 133(11), 4021S-4026S",The Journal of Nutrition,2003,,Bangladesh,Medium,pelagic,subtropical,edible parts (?),whole (minus parts)*,,,Gudusia chapra,Clupeidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,1063,,mg/100g,,,,,7.6,,mg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fiorella Data,,808,,,1,2,C_144,"Roos, N., Islam, M.M., &Thilsted, S.H. (2003). Small Indigenous Fish Species in Bangladesh: Contribution to Vitamin A, Calcium and Iron Intakes. The Journal of Nutrition, 133(11), 4021S-4026S",The Journal of Nutrition,2003,,Bangladesh,Medium,demersal,tropical,edible parts (?),whole (minus parts)*,,,Mystus vittatus,Bagridae,,,,,,,,,,,,,,,,,,,,,,,,,,,,1093,,mg/100g,,,,,4,,mg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fiorella Data,,809,,,1,2,C_145,"Roos, N., Islam, M.M., &Thilsted, S.H. (2003). Small Indigenous Fish Species in Bangladesh: Contribution to Vitamin A, Calcium and Iron Intakes. The Journal of Nutrition, 133(11), 4021S-4026S",The Journal of Nutrition,2003,,Bangladesh,Medium,benthopelagic,tropical,edible parts (?),whole (minus parts)*,,,Puntius sophore,Cyprinidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,1171,216,mg/100g,,,,,3,0.9,mg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fiorella Data,,809,,,1,2,C_146,"Roos, N., Islam, M.M., &Thilsted, S.H. (2003). Small Indigenous Fish Species in Bangladesh: Contribution to Vitamin A, Calcium and Iron Intakes. The Journal of Nutrition, 133(11), 4021S-4026S",The Journal of Nutrition,2003,,Bangladesh,Medium,benthopelagic,tropical,edible parts (?),whole (minus parts)*,,,Puntius chola,Cyprinidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,1171,216,mg/100g,,,,,3,0.9,mg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fiorella Data,,809,,,1,2,C_147,"Roos, N., Islam, M.M., &Thilsted, S.H. (2003). Small Indigenous Fish Species in Bangladesh: Contribution to Vitamin A, Calcium and Iron Intakes. The Journal of Nutrition, 133(11), 4021S-4026S",The Journal of Nutrition,2003,,Bangladesh,Medium,benthopelagic,subtropical,edible parts (?),whole (minus parts)*,,,Pethia ticto,Cyprinidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,1171,216,mg/100g,,,,,3,0.9,mg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fiorella Data,,810,,,1,1,C_148,"Roos, N., Wahab, A., Chamnan, C., & Thilsted, S. (2007). The Role of Fish in Food-Based Strategies to Combat Vitamin A and Mineral Deficiencies in Developing Countries. The Journal of Nutrition, 137(4), 1106-1109.",The Journal of Nutrition,2007,,Bangladesh,Medium,benthopelagic,subtropical,"raw, cleaned parts, Bangledesh",whole (minus parts)*,,,Pethia ticto,Cyprinidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,µg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A) Vitamin A in RAE per 100 g,,,,,
,Fiorella Data,,811,,,1,1,C_149,"Roos, N., Wahab, A., Chamnan, C., & Thilsted, S. (2007). The Role of Fish in Food-Based Strategies to Combat Vitamin A and Mineral Deficiencies in Developing Countries. The Journal of Nutrition, 137(4), 1106-1109.",The Journal of Nutrition,2007,,Bangladesh,Medium,demersal,tropical,"raw, cleaned parts, Bangledesh",whole (minus parts)*,,,Mastacembelus armatus,Mastacembelidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,µg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A) Vitamin A in RAE per 100 g,,,,,
,Fiorella Data,,812,,,1,4,C_150,"Roos, N., Wahab, A., Chamnan, C., & Thilsted, S. (2007). The Role of Fish in Food-Based Strategies to Combat Vitamin A and Mineral Deficiencies in Developing Countries. The Journal of Nutrition, 137(4), 1106-1109.",The Journal of Nutrition,2007,,Bangladesh,Medium,benthopelagic,tropical,"raw, cleaned parts, Bangledesh",whole (minus parts)*,,,Puntius sophore,Cyprinidae,,,,,,,,,,,,,,,,,,,,,3.1,,mg/100g,,,,,1200,400,mg/100g,,,,,3,,mg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,20,µg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A) Vitamin A in RAE per 100 g,,,,,
,Fiorella Data,,813,,,1,1,C_151,"Roos, N., Wahab, A., Chamnan, C., & Thilsted, S. (2007). The Role of Fish in Food-Based Strategies to Combat Vitamin A and Mineral Deficiencies in Developing Countries. The Journal of Nutrition, 137(4), 1106-1109.",The Journal of Nutrition,2007,,Bangladesh,Medium,benthopelagic,tropical,"raw, cleaned parts, Bangledesh",whole (minus parts)*,,,Puntius chola,Cyprinidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,µg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A) Vitamin A in RAE per 100 g,,,,,
,Fiorella Data,,814,,,1,4,C_152,"Roos, N., Wahab, A., Chamnan, C., & Thilsted, S. (2007). The Role of Fish in Food-Based Strategies to Combat Vitamin A and Mineral Deficiencies in Developing Countries. The Journal of Nutrition, 137(4), 1106-1109.",The Journal of Nutrition,2007,,Bangladesh,Medium,benthopelagic,tropical,"raw, cleaned parts, Bangledesh",whole (minus parts)*,,,Macrognathus aculeatus,Mastacembelidae,,,,,,,,,,,,,,,,,,,,,1.2,,mg/100g,,,,,400,100,mg/100g,,,,,2.4,,mg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,15,µg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A) Vitamin A in RAE per 100 g,,,,,
,Fiorella Data,,815,,,1,4,C_153,"Roos, N., Wahab, A., Chamnan, C., & Thilsted, S. (2007). The Role of Fish in Food-Based Strategies to Combat Vitamin A and Mineral Deficiencies in Developing Countries. The Journal of Nutrition, 137(4), 1106-1109.",The Journal of Nutrition,2007,,Bangladesh,Medium,pelagic-neritic,tropical,"raw, whole fish, Bangladesh",whole,,,Corica soborna,Clupeidae,,,,,,,,,,,,,,,,,,,,,3.1,,mg/100g,,,,,500,,mg/100g,,,,,2.8,,mg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,20,µg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A) Vitamin A in RAE per 100 g,,,,,
,Fiorella Data,,816,,,1,1,C_154,"Roos, N., Wahab, A., Chamnan, C., & Thilsted, S. (2007). The Role of Fish in Food-Based Strategies to Combat Vitamin A and Mineral Deficiencies in Developing Countries. The Journal of Nutrition, 137(4), 1106-1109.",The Journal of Nutrition,2007,,Bangladesh,Medium,benthopelagic,tropical,"raw, cleaned parts, Bangledesh",whole (minus parts)*,,,Macrognathus pancalus,Mastacembelidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,µg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A) Vitamin A in RAE per 100 g,,,,,
,Fiorella Data,,817,,,1,4,C_155,"Roos, N., Wahab, A., Chamnan, C., & Thilsted, S. (2007). The Role of Fish in Food-Based Strategies to Combat Vitamin A and Mineral Deficiencies in Developing Countries. The Journal of Nutrition, 137(4), 1106-1109.",The Journal of Nutrition,2007,,Bangladesh,Medium,benthopelagic,tropical,"raw, cleaned parts, Bangledesh",whole (minus parts)*,,,Channa punctata,Channidae,,,,,,,,,,,,,,,,,,,,,1.5,,mg/100g,,,,,800,200,mg/100 g,,,,,1.8,,mg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,45,µg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A) Vitamin A in RAE per 100 g,,,,,
,Fiorella Data,,818,,,1,1,C_156,"Roos, N., Wahab, A., Chamnan, C., & Thilsted, S. (2007). The Role of Fish in Food-Based Strategies to Combat Vitamin A and Mineral Deficiencies in Developing Countries. The Journal of Nutrition, 137(4), 1106-1109.",The Journal of Nutrition,2007,,Bangladesh,Medium,benthopelagic,tropical,"raw, cleaned parts, Bangledesh",whole (minus parts)*,,,Chanda nama,Ambassidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,,µg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A) Vitamin A in RAE per 100 g,,,,,
,Fiorella Data,,819,,,1,4,C_157,"Roos, N., Wahab, A., Chamnan, C., & Thilsted, S. (2007). The Role of Fish in Food-Based Strategies to Combat Vitamin A and Mineral Deficiencies in Developing Countries. The Journal of Nutrition, 137(4), 1106-1109.",The Journal of Nutrition,2007,,Bangladesh,Medium,demersal,tropical,"raw, whole fish, Cambodia",whole,,,Parambassis wolffii,Ambassidae,,,,,,,,,,,,,,,,,,,,,1.6,,mg/100g,,,,,1100,100,mg/100g,,,,,1.4,,mg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,260,,µg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A) Vitamin A in RAE per 100 g,,,,,
,Fiorella Data,,820,,,1,1,C_158,"Roos, N., Wahab, A., Chamnan, C., & Thilsted, S. (2007). The Role of Fish in Food-Based Strategies to Combat Vitamin A and Mineral Deficiencies in Developing Countries. The Journal of Nutrition, 137(4), 1106-1109.",The Journal of Nutrition,2007,,Bangladesh,Medium,demersal,subtropical,"raw, cleaned parts, Bangledesh",whole (minus parts)*,,,Parambassis baculis,Ambassidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340,105,µg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A) Vitamin A in RAE per 100 g,,,,,
,Fiorella Data,,821,,,1,4,C_159,"Roos, N., Wahab, A., Chamnan, C., & Thilsted, S. (2007). The Role of Fish in Food-Based Strategies to Combat Vitamin A and Mineral Deficiencies in Developing Countries. The Journal of Nutrition, 137(4), 1106-1109.",The Journal of Nutrition,2007,,Bangladesh,Medium,benthopelagic,tropical,"raw, cleaned parts, Cambodia",whole (minus parts)*,,,Rasbora tornieri,Cyprinidae,,,,,,,,,,,,,,,,,,,,,2.7,,mg/100g,,,,,700,,mg/100g,,,,,0.7,,mg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,374,111,µg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A) Vitamin A in RAE per 100 g,,,,,
,Fiorella Data,,822,,,1,4,C_160,"Roos, N., Wahab, A., Chamnan, C., & Thilsted, S. (2007). The Role of Fish in Food-Based Strategies to Combat Vitamin A and Mineral Deficiencies in Developing Countries. The Journal of Nutrition, 137(4), 1106-1109.",The Journal of Nutrition,2007,,Bangladesh,Medium,benthopelagic,tropical,"raw, cleaned parts, Cambodia",whole (minus parts)*,,,Esomus longimanus,Cyprinidae,,,,,,,,,,,,,,,,,,,,,4.9,,mg/100g,,,,,800,200,mg/100g,,,,,11.3,,mg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,415,,µg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A) Vitamin A in RAE per 100 g,,,,,
,Fiorella Data,,823,,,1,4,C_161,"Roos, N., Wahab, A., Chamnan, C., & Thilsted, S. (2007). The Role of Fish in Food-Based Strategies to Combat Vitamin A and Mineral Deficiencies in Developing Countries. The Journal of Nutrition, 137(4), 1106-1109.",The Journal of Nutrition,2007,,Bangladesh,Medium,pelagic,tropical,"raw, cleaned parts, Cambodia",whole (minus parts)*,,,Parachela siamensis,Cyprinidae,,,,,,,,,,,,,,,,,,,,,2.2,,mg/100g,,,,,600,100,mg/100g,,,,,1.2,,mg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,480,35,µg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A) Vitamin A in RAE per 100 g,,,,,
,Fiorella Data,,824,,,1,4,C_162,"Roos, N., Wahab, A., Chamnan, C., & Thilsted, S. (2007). The Role of Fish in Food-Based Strategies to Combat Vitamin A and Mineral Deficiencies in Developing Countries. The Journal of Nutrition, 137(4), 1106-1109.",The Journal of Nutrition,2007,,Bangladesh,Medium,benthopelagic,tropical,"raw, cleaned parts, Bangledesh",whole (minus parts)*,,,Esomus danrica,Cyprinidae,,,,,,,,,,,,,,,,,,,,,4,,mg/100g,,,,,900,400,mg/100g,,,,,12,,mg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,380,µg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A) Vitamin A in RAE per 100 g,,,,,
,Fiorella Data,,825,,,1,4,C_163,"Roos, N., Wahab, A., Chamnan, C., & Thilsted, S. (2007). The Role of Fish in Food-Based Strategies to Combat Vitamin A and Mineral Deficiencies in Developing Countries. The Journal of Nutrition, 137(4), 1106-1109.",The Journal of Nutrition,2007,,Bangladesh,Medium,demersal,tropical,"raw, cleaned parts, Bangledesh",whole (minus parts)*,,,Parambassis ranga,Ambassidae,,,,,,,,,,,,,,,,,,,,,2.3,,mg/100g,,,,,1000,300,mg/100g,,,,,1.8,,mg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,1679,1000,µg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A) Vitamin A in RAE per 100 g,,,,,
,Fiorella Data,,826,,,1,4,C_164,"Roos, N., Wahab, A., Chamnan, C., & Thilsted, S. (2007). The Role of Fish in Food-Based Strategies to Combat Vitamin A and Mineral Deficiencies in Developing Countries. The Journal of Nutrition, 137(4), 1106-1109.",The Journal of Nutrition,2007,,Bangladesh,Medium,benthopelagic,tropical,"raw, whole fish, Bangladesh",whole,,,Amblypharyngodon mola,Cyprinidae,,,,,,,,,,,,,,,,,,,,,3.2,,mg/100g,,,,,900,100,mg/100g,,,,,5.7,,mg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,2680,390,µg/100g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A) Vitamin A in RAE per 100 g,,,,,
,Fiorella Data,,872,,,1,1,C_165,"Sarower-E-Mahfuj, M., Hossain, M.B., & Minar, M.H. (2012) Biochemical Composiiton of an Endangered Fish Labeo bata (Hamilton, 1822) from Bangledesh Waters. American Journal of Food Technology, 7(10).pp. 633-641",American Journal of Food Technology,2012,,Bangladesh,Medium,benthopelagic,tropical,moisture basis,muscle,,,Labeo bata,Cyprinidae,,,,,,,,,,,,,,18.51,0.31,%,18.51,0.478668942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unconvertable,Fiorella Data,,875,,,1,0,C_166,"Suzuki, H., Okazaki, K., Hayakawa, S., Wada, S., & Tamura, S. (1986). Influence of commercial dietary fatty acids on polyunsaturated fatty acids of cultured freshwater fish and comparison with those of wild fish of the same species. Journal of Agricultural and Food Chemistry, 34(1), 58-60.",Journal of Agricultural and Food Chemistry,1986,,Japan,Very High,benthopelagic,#N/A,dorsal muscle,muscle,,,Cyprinus carpio,Cyprinidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,1,"A) Fatty acids given in % by weight, however, do not present data on total lipids or fats - therefore, the fatty acid % are unconvertable",,,,,
unconvertable,Fiorella Data,,876,,,1,0,C_167,"Suzuki, H., Okazaki, K., Hayakawa, S., Wada, S., & Tamura, S. (1986). Influence of commercial dietary fatty acids on polyunsaturated fatty acids of cultured freshwater fish and comparison with those of wild fish of the same species. Journal of Agricultural and Food Chemistry, 34(1), 58-60.",Journal of Agricultural and Food Chemistry,1986,,Japan,Very High,benthopelagic,subtropical,dorsal muscle,muscle,,,Oncorhynchus mykiss,Salmonidae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,,,,,,,,11.7,,,,,,,,,,,,,,,,,,,,,,1,"A) Fatty acids given in % by weight, however, do not present data on total lipids or fats - therefore, the fatty acid % are unconvertable",,,,,
,Fiorella Data,,913,,,1,5,C_168,"Vlieg, P., J. Lee, & N. D. Grace. (1991) Elemental Concentration of Marine and Freshwater Finfish, and Shellfish from New Zealand Waters."" Journal of Food Composition and Analysis 4.2 : 136-47.",Journal of Food Composition and Analysis,1991,,New Zealand,Very High,demersal,subtropical,light muscle,muscle,,,Ctenopharyngodon idella,Cyprinidae,,,,,,,,,,,,,,,,,,,,,0.39,,mg/100g,0.39,0.051153178,,,25,,mg/100g,25,0.018778029,,,0.47,,mg/100g,0.47,0.030691568,,,,,,,,,,208,,mg/100g,208,0.132745433,,,27,,mg/100g,27,0.173897859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fiorella Data,,918,,,1,5,C_169,"Vlieg, P., J. Lee, & N. D. Grace. (1991) Elemental Concentration of Marine and Freshwater Finfish, and Shellfish from New Zealand Waters."" Journal of Food Composition and Analysis 4.2 : 136-47.",Journal of Food Composition and Analysis,1991,,New Zealand,Very High,benthopelagic,subtropical,light muscle,muscle,,,Oncorhynchus tshawytscha,Salmonidae,,,,,,,,,,,,,,,,,,,,,0.41,,mg/100g,0.41,0.054284685,,,17,,mg/100g,17,0.011952137,,,0.53,,mg/100g,0.53,0.035490125,,,,,,,,,,252,,mg/100g,252,0.164491856,,,28,,mg/100g,28,0.180614136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fiorella Data,,927,,,1,5,C_170,"Vlieg, P., J. Lee, & N. D. Grace. (1991) Elemental Concentration of Marine and Freshwater Finfish, and Shellfish from New Zealand Waters."" Journal of Food Composition and Analysis 4.2 : 136-47.",Journal of Food Composition and Analysis,1991,,New Zealand,Very High,benthopelagic,subtropical,light muscle,muscle,,,Hypophthalmichthys molitrix,Cyprinidae,,,,,,,,,,,,,,,,,,,,,0.46,,mg/100g,0.46,0.062113455,,,114,,mg/100g,114,0.094716077,,,1.1,,mg/100g,1.1,0.081076412,,,,,,,,,,249,,mg/100g,249,0.162327327,,,26,,mg/100g,26,0.167181581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fiorella Data,,929,,,1,5,C_171,"Vlieg, P., J. Lee, & N. D. Grace. (1991) Elemental Concentration of Marine and Freshwater Finfish, and Shellfish from New Zealand Waters."" Journal of Food Composition and Analysis 4.2 : 136-47.",Journal of Food Composition and Analysis,1991,,New Zealand,Very High,benthopelagic,subtropical,meat,muscle,,,Oncorhynchus mykiss,Salmonidae,,,,,,,,,,,,,,,,,,,,,0.48,,mg/100g,0.48,0.065244962,,,17,,mg/100g,17,0.011952137,,,0.93,,mg/100g,0.93,0.067480502,,,,,,,,,,263,,mg/100g,263,0.172428462,,,31,,mg/100g,31,0.200762969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
