,Search,Year,GeographicLocation_Cleaned,DemersPelag,Form_Clean,Species_from_search,Family,Order,DepthRangeDeep,BodyShapeI,LMax,EnvTemp,trophic_level,K,tm,nutrient,nutvalue,Habitat
282,WOS,2012.0,Bulgaria,pelagic_neritic,muscle,Sprattus_sprattus,Clupeidae,Clupeiformes,150.0,fusiform,16.0,temperate,3.0,0.529999971,1.558404,Vitamin_A,142.3,Marine
283,WOS,2012.0,Bulgaria,benthopelagic,muscle,Ponticola_ratan,Gobiidae,Perciformes,30.0,fusiform,24.7750001,temperate,3.35,0.452499998,1.87580025,Vitamin_A,8.9,Marine
284,WOS,2012.0,Bulgaria,pelagic,muscle,Trachurus_mediterraneus,Carangidae,Perciformes,500.0,fusiform,60.0,subtropical,3.8,0.209000006,3.278801,Vitamin_A,32.7,Marine
285,WOS,2012.0,Bulgaria,pelagic_neritic,muscle,Alosa_immaculata,Clupeidae,Clupeiformes,90.0,fusiform,39.0,temperate,4.0,0.319999993,2.169573,Vitamin_A,22.3,Marine
288,Expert,2013.0,Bangladesh,pelagic_neritic,whole,Setipinna_taty,Engraulidae,Clupeiformes,50.0,fusiform,22.1,tropical,3.2,0.33,2.3,Vitamin_A,8.0,Marine
289,Expert,2013.0,Bangladesh,demersal,whole_parts,Protonibea_diacanthus,Sciaenidae,Perciformes,100.0,fusiform,150.0,tropical,3.5,0.31,2.0,Vitamin_A,17.0,Marine
290,Expert,2013.0,Bangladesh,pelagic_neritic,whole,Corica_soborna,Clupeidae,Clupeiformes,20.0,fusiform,4.1,tropical,3.1,2.77,0.4,Vitamin_A,38.0,Marine
291,Expert,2013.0,Bangladesh,demersal,whole_parts,Lates_calcarifer,Latidae,Perciformes,40.0,fusiform,200.0,tropical,3.8,0.125,4.485883,Vitamin_A,8.0,Marine
296,Expert,2013.0,Bangladesh,pelagic_neritic,unknown,Scomberomorus_commerson,Scombridae,Perciformes,70.0,fusiform,240.0,tropical,4.5,0.595000029,1.010677,Vitamin_A,30.0,Marine
301,Expert,2013.0,Bangladesh,pelagic_neritic,unknown,Xenentodon_cancila,Belonidae,Beloniformes,2.0,elongate,40.0,tropical,3.86,0.43,1.6,Vitamin_A,65.0,Marine
302,Expert,2013.0,Bangladesh,pelagic_neritic,whole_parts,Euthynnus_affinis,Scombridae,Perciformes,200.0,fusiform,100.0,tropical,4.5,0.444000006,1.43524,Vitamin_A,31.0,Marine
797,FAO,2002.0,Bangladesh,pelagic_neritic,muscle,Xenentodon_cancila,Belonidae,Beloniformes,2.0,elongate,40.0,tropical,3.86,0.43,1.6,Vitamin_A,54.0,Marine
798,FAO,2002.0,Bangladesh,pelagic_neritic,muscle,Corica_soborna,Clupeidae,Clupeiformes,20.0,fusiform,4.1,tropical,3.1,2.77,0.4,Vitamin_A,10.0,Marine
799,FAO,2002.0,Bangladesh,pelagic_neritic,muscle,Corica_soborna,Clupeidae,Clupeiformes,20.0,fusiform,4.1,tropical,3.1,2.77,0.4,Vitamin_A,17.0,Marine
800,FAO,2002.0,Bangladesh,pelagic_neritic,muscle,Corica_soborna,Clupeidae,Clupeiformes,20.0,fusiform,4.1,tropical,3.1,2.77,0.4,Vitamin_A,14.0,Marine
801,FAO,2012.0,Norway,pelagic_neritic,muscle,Scomber_scombrus,Scombridae,Perciformes,1000.0,fusiform,60.0,temperate,3.6,0.261999995,2.636997,Vitamin_A,15.0,Marine
802,FAO,2012.0,Norway,benthopelagic,muscle,Reinhardtius_hippoglossoides,Pleuronectidae,Pleuronectiformes,2000.0,flat,50.0,polar_deep,4.4,0.07,8.58332,Vitamin_A,17.0,Marine
803,FAO,2012.0,Norway,demersal,muscle,Hippoglossus_hippoglossus,Pleuronectidae,Pleuronectiformes,2000.0,flat,470.0,temperate,4.0,0.029999999,17.733,Vitamin_A,10.0,Marine
810,FAO,1993.0,Canada,pelagic_neritic,muscle,Coregonus_autumnalis,Salmonidae,Salmoniformes,110.8823529,fusiform,65.0,polar_deep,3.7,0.219999999,3.082266,Vitamin_A,0.0,Marine
811,FAO,1993.0,Canada,demersal,muscle,Stenodus_leucichthys,Salmonidae,Salmoniformes,147.2121212,fusiform,150.0,polar_deep,4.2,0.101000004,5.929621,Vitamin_A,0.0,Marine
816,FAO,2007.0,France,demersal,muscle,Dicentrarchus_labrax,Moronidae,Perciformes,100.0,fusiform,103.0,subtropical,3.5,0.219999999,2.957005,Vitamin_A,5.6,Marine
817,Expert,2016.0,India,reef_associated,muscle,Epinephelus,Serranidae,Perciformes,158.1410256,fusiform,83.39770115,tropical,3.943396226,0.23748276,3.834993422,Vitamin_A,113.79,Marine
819,Expert,2016.0,India,pelagic,muscle,Katsuwonus_pelamis,Scombridae,Perciformes,260.0,fusiform,110.0,tropical,4.4,0.389999986,1.59151,Vitamin_A,0.99,Marine
820,Expert,2016.0,India,demersal,muscle,Eubleekeria_splendens,Leiognathidae,Perciformes,100.0,short_deep,17.0,tropical,2.9,1.029999971,0.7939364,Vitamin_A,0.87,Marine
823,Expert,2016.0,India,pelagic_neritic,muscle,Sardinella_longiceps,Clupeidae,Clupeiformes,200.0,fusiform,23.0,tropical,2.4,0.400000006,1.847685,Vitamin_A,103.92,Marine
827,Expert,2016.0,India,benthopelagic,muscle,Trichiurus_lepturus,Trichiuridae,Perciformes,589.0,elongate,234.0,subtropical,4.4,0.289000005,2.06241,Vitamin_A,0.87,Marine
832,WOS,2003.0,Italy,demersal,muscle,Dicentrarchus_labrax,Moronidae,Perciformes,100.0,fusiform,103.0,subtropical,3.5,0.219999999,2.957005,Vitamin_A,5.95,Marine
833,WOS,2003.0,Italy,demersal,muscle,Sparus_aurata,Sparidae,Perciformes,150.0,fusiform,70.0,subtropical,3.7,0.25999999,2.577892,Vitamin_A,12.25,Marine
834,WOS,1994.0,Canada,pelagic_neritic,whole,Thaleichthys_pacificus,Osmeridae,Osmeriformes,300.0,elongate,34.0,temperate,3.25,0.34,2.3,Vitamin_A,3196.0,Marine
850,Expert,,India,reef_associated,muscle,Epinephelus,Serranidae,Perciformes,158.1410256,fusiform,83.39770115,tropical,3.943396226,0.23748276,3.834993422,Vitamin_A,113.79,Marine
852,Expert,,India,pelagic,muscle,Katsuwonus_pelamis,Scombridae,Perciformes,260.0,fusiform,110.0,tropical,4.4,0.389999986,1.59151,Vitamin_A,0.99,Marine
853,Expert,,India,demersal,muscle,Eubleekeria_splendens,Leiognathidae,Perciformes,100.0,short_deep,17.0,tropical,2.9,1.029999971,0.7939364,Vitamin_A,0.97,Marine
858,Expert,,India,pelagic_neritic,muscle,Sardinella_longiceps,Clupeidae,Clupeiformes,200.0,fusiform,23.0,tropical,2.4,0.400000006,1.847685,Vitamin_A,103.92,Marine
862,Expert,,India,benthopelagic,muscle,Trichiurus_lepturus,Trichiuridae,Perciformes,589.0,elongate,234.0,subtropical,4.4,0.289000005,2.06241,Vitamin_A,0.87,Marine
864,Expert,,India,pelagic_neritic,muscle,Tenualosa_ilisha,Clupeidae,Clupeiformes,200.0,fusiform,60.0,tropical,2.9,0.49000001,1.384019,Vitamin_A,78.21,Marine
894,WOS,2011.0,Poland,benthopelagic,muscle,Gadus_morhua,Gadidae,Gadiformes,600.0,fusiform,200.0,temperate,4.1,0.164000005,3.842584,Vitamin_A,15.1,Marine
895,WOS,2011.0,Poland,benthopelagic,muscle,Clupea_harengus,Clupeidae,Clupeiformes,364.0,fusiform,45.0,temperate,3.4,0.289999992,2.477548,Vitamin_A,53.3,Marine
896,WOS,2011.0,Poland,benthopelagic,muscle,Salmo_salar,Salmonidae,Salmoniformes,210.0,fusiform,150.0,temperate,4.5,0.200000003,2.964908,Vitamin_A,15.2,Marine
897,WOS,2011.0,Pacific,benthopelagic,muscle,Theragra_chalcogramma,Gadidae,Gadiformes,1280.0,fusiform,91.0,polar_deep,3.6,0.270999998,2.425964,Vitamin_A,10.2,Marine
898,WOS,2011.0,Pacific,demersal,muscle,Limanda_aspera,Pleuronectidae,Pleuronectiformes,700.0,flat,49.0,temperate,3.5,0.119999997,5.710003,Vitamin_A,9.23,Marine
917,Expert,1989.0,Australia,demersal,muscle,Aldrichetta_forsteri,Mugilidae,Mugiliformes,50.0,fusiform,50.0,temperate,2.51,0.51,1.4,Vitamin_A,11.0,Marine
918,Expert,1989.0,Australia,demersal,muscle,Sillaginodes_punctatus,Sillaginidae,Perciformes,200.0,elongate,72.0,temperate,3.28,0.47,1.4,Vitamin_A,0.0,Marine
919,Expert,2012.0,Australia,demersal,muscle,Mustelus_antarcticus,Triakidae,Carcharhiniformes,350.0,elongate,175.0,temperate,4.45,0.17,3.5,Vitamin_A,0.0,Marine
920,Expert,2012.0,Australia,pelagic_neritic,whole,Sardinops_sagax,Clupeidae,Clupeiformes,200.0,fusiform,39.5,subtropical,2.8,0.340000004,2.210949,Vitamin_A,106.0,Marine
921,Expert,2012.0,Australia,pelagic_neritic,whole,Spratelloides_robustus,Clupeidae,Clupeiformes,50.0,elongate,12.0,subtropical,3.4,1.02,0.8,Vitamin_A,91.4,Marine
922,WOS,2012.0,India,reef_associated,muscle,Epinephelus_tauvina,Serranidae,Perciformes,300.0,fusiform,100.0,subtropical,4.1,0.130999997,4.731096,Vitamin_A,550.0,Marine
923,WOS,2012.0,India,reef_associated,muscle,Carangoides_orthogrammus,Carangidae,Perciformes,168.0,fusiform,75.0,tropical,4.5,0.270000011,2.4,Vitamin_A,620.0,Marine
924,WOS,2012.0,India,reef_associated,muscle,Tylosurus_crocodilus,Belonidae,Beloniformes,13.0,elongate,150.0,tropical,4.15,0.129999995,4.5,Vitamin_A,720.0,Marine
925,WOS,2012.0,India,reef_associated,muscle,Lutjanus_gibbus,Lutjanidae,Perciformes,150.0,fusiform,50.0,tropical,4.1,0.400000006,1.729073,Vitamin_A,330.0,Marine
926,WOS,2012.0,India,benthopelagic,muscle,Seriola_lalandi,Carangidae,Perciformes,825.0,fusiform,250.0,subtropical,4.2,0.136000007,4.170068,Vitamin_A,190.0,Marine
927,WOS,2012.0,India,pelagic,muscle,Thunnus_albacares,Scombridae,Perciformes,250.0,fusiform,239.0,tropical,4.4,0.314999998,1.830759,Vitamin_A,610.0,Marine
928,WOS,2012.0,India,reef_associated,muscle,Parupeneus_trifasciatus,Mullidae,Perciformes,118.1666667,fusiform,30.95749995,tropical,3.558823529,0.523656251,1.613344403,Vitamin_A,620.0,Marine
929,WOS,2012.0,India,reef_associated,muscle,Chelinus_undulates,Labridae ,Perciformes,100.0,fusiform,229.0,tropical,3.99,0.1,6.0,Vitamin_A,330.0,Marine
930,WOS,2012.0,India,reef_associated,muscle,Lutjanus_bohar,Lutjanidae,Perciformes,180.0,fusiform,90.0,tropical,4.3,0.090999998,7.242646,Vitamin_A,490.0,Marine
931,WOS,2012.0,India,reef_associated,muscle,Hyporhamphus_dussumieri,Hemiramphidae,Beloniformes,6.0,elongate,38.0,tropical,3.4,0.529999971,1.3,Vitamin_A,680.0,Marine
2,WOS,2013.0,Spain,pelagic_neritic,muscle,Scomber_scombrus,Scombridae,Perciformes,1000.0,fusiform,60.0,temperate,3.6,0.261999995,2.636997,Zinc,0.809,Marine
3,WOS,2013.0,Spain,pelagic,muscle,Merluccius_gayi_gayi,Merlucciidae,Gadiformes,500.0,fusiform,87.0,polar_deep,4.26,0.12,5.1,Zinc,0.1787,Marine
4,WOS,2013.0,Spain,pelagic_neritic,muscle,Engraulis_encrasicolus,Engraulidae,Clupeiformes,400.0,elongate,20.0,subtropical,3.12,1.0,1.0,Zinc,0.7041,Marine
5,WOS,2013.0,Spain,pelagic,muscle,Lophius_piscatorius,Lophiidae,Lophiiformes,1000.0,short_deep,200.0,polar_deep,4.4,0.109999999,5.406501,Zinc,0.1249,Marine
6,WOS,2013.0,Spain,pelagic,muscle,Prionace_glauca,Carcharhinidae,Carcharhiniformes,1000.0,fusiform,400.0,subtropical,4.4,0.100000001,5.239804,Zinc,0.1952,Marine
7,WOS,2013.0,Spain,pelagic,muscle,Micromesistius_poutassou,Gadidae,Gadiformes,3000.0,elongate,50.0,temperate,4.1,0.36500001,1.946903,Zinc,0.4523,Marine
8,WOS,2013.0,Spain,demersal,muscle,Galeus_melastomus,Scyliorhinidae,Carcharhiniformes,1873.0,elongate,75.0,polar_deep,4.2,0.140000001,4.5,Zinc,0.3421,Marine
9,WOS,2013.0,Spain,demersal,muscle,Solea_solea,Soleidae,Pleuronectiformes,150.0,flat,70.0,subtropical,3.2,0.361999989,1.961502,Zinc,0.4096,Marine
10,WOS,2013.0,Spain,demersal,muscle,Merluccius_merluccius,Merlucciidae,Gadiformes,1075.0,elongate,140.0,temperate,4.4,0.148000002,4.199469,Zinc,0.2833,Marine
11,WOS,2013.0,Spain,demersal,muscle,Dicentrarchus_labrax,Moronidae,Perciformes,100.0,fusiform,103.0,subtropical,3.5,0.219999999,2.957005,Zinc,0.149,Marine
12,WOS,2013.0,Spain,demersal,muscle,Sparus_aurata,Sparidae,Perciformes,150.0,fusiform,70.0,subtropical,3.7,0.25999999,2.577892,Zinc,0.1939,Marine
13,WOS,2013.0,Spain,demersal,muscle,Lepidorhombus_boscii,Scophthalmidae,Pleuronectiformes,800.0,flat,60.0,temperate,3.7,0.270000011,2.679695,Zinc,0.395,Marine
14,WOS,2013.0,Spain,demersal,muscle,Mullus_surmuletus,Mullidae,Perciformes,409.0,fusiform,40.0,subtropical,3.4,0.237599999,3.019222,Zinc,0.1872,Marine
15,WOS,2013.0,Spain,benthopelagic,muscle,Salmo_salar,Salmonidae,Salmoniformes,210.0,fusiform,150.0,temperate,4.5,0.200000003,2.964908,Zinc,0.2217,Marine
16,WOS,2013.0,Spain,pelagic_neritic,muscle,Sardina_pilchardus,Clupeidae,Clupeiformes,100.0,fusiform,27.5,subtropical,3.1,0.48300001,1.66429,Zinc,1.1581,Marine
17,WOS,2013.0,Spain,pelagic_neritic,muscle,Trachurus_trachurus,Carangidae,Perciformes,1050.0,fusiform,70.0,subtropical,3.7,0.143999994,4.858615,Zinc,1.4091,Marine
18,WOS,2013.0,Spain,pelagic,muscle,Xiphias_gladius,Xiphiidae,Perciformes,800.0,elongate,455.0,temperate,4.5,0.119000003,4.539633,Zinc,0.5637,Marine
19,WOS,2013.0,Spain,pelagic,muscle,Thunnus_thynnus,Scombridae,Perciformes,985.0,fusiform,458.0,subtropical,4.4,0.079999998,6.581779,Zinc,0.2145,Marine
109,WOS,2009.0,Portugal,pelagic,muscle,Aphanopus_carbo,Trichiuridae,Perciformes,1700.0,elongate,115.4,polar_deep,4.5,0.109999999,5.331634,Zinc,0.5,Marine
110,WOS,2015.0,Bangladesh,benthopelagic,whole_parts,Pampus_argenteus,Stromateidae,Perciformes,110.0,short_deep,60.0,subtropical,3.3,0.449999988,1.631748,Zinc,0.66,Marine
111,WOS,2015.0,Bangladesh,pelagic_neritic,whole_parts,Stolephorus_tri,Engraulidae,Clupeiformes,50.0,fusiform,9.5,tropical,3.233333333,1.029999971,0.8,Zinc,3.1,Marine
112,WOS,2015.0,Bangladesh,demersal,whole_parts,Johnius_belangerii,Sciaenidae,Perciformes,40.0,fusiform,30.0,tropical,3.27,0.57,1.3,Zinc,2.1,Marine
113,WOS,2015.0,Bangladesh,pelagic_neritic,whole_parts,Scomberomorus_guttatus,Scombridae,Perciformes,200.0,fusiform,76.0,tropical,4.3,0.340000004,1.9,Zinc,0.7,Marine
114,WOS,2015.0,Bangladesh,reef_associated,whole_parts,Platycephalus_indicus,Platycephalidae,Scorpaeniformes,200.0,elongate,100.0,subtropical,3.6,0.360000014,1.823628,Zinc,0.79,Marine
115,WOS,2015.0,Bangladesh,demersal,whole_parts,Chelon_parsia,Mugilidae,Mugiliformes,10.0,fusiform,43.51578953,tropical,2.609090909,0.287800001,3.02470375,Zinc,0.84,Marine
116,WOS,2015.0,Bangladesh,pelagic_neritic,whole_parts,Eleutheronema_tetradactylum,Polynemidae,Perciformes,23.0,elongate,200.0,tropical,4.1,0.129999995,4.3,Zinc,0.9,Marine
117,WOS,2015.0,Bangladesh,demersal,whole_parts,Sillaginopsis_panijus,Sillaginidae,Perciformes,47.38461538,elongate,44.0,tropical,3.3,0.419999987,1.6,Zinc,0.89,Marine
118,WOS,2015.0,Bangladesh,benthopelagic,whole_parts,Glossogobius_giuris,Gobiidae,Perciformes,5.0,fusiform,50.0,tropical,3.66,0.69,1.1,Zinc,2.1,Marine
119,WOS,2015.0,Bangladesh,pelagic_neritic,whole_parts,Hyporhamphus_limbatus,Hemiramphidae,Beloniformes,9.666666667,elongate,35.0,tropical,3.11,0.71,1.0,Zinc,3.6,Marine
120,WOS,2015.0,Bangladesh,pelagic_neritic,whole,Corica_soborna,Clupeidae,Clupeiformes,20.0,fusiform,4.1,tropical,3.1,2.77,0.4,Zinc,3.1,Marine
121,WOS,2015.0,Bangladesh,pelagic_neritic,whole_parts,Xenentodon_cancila,Belonidae,Beloniformes,2.0,elongate,40.0,tropical,3.86,0.43,1.6,Zinc,1.9,Marine
122,WOS,2015.0,Bangladesh,demersal,whole_parts,Eleotris_fusca,Eleotridae,Perciformes,5.0,elongate,26.0,tropical,3.79,0.35,2.1,Zinc,2.0,Marine
123,WOS,2015.0,Bangladesh,pelagic_neritic,whole_parts,Tenualosa_ilisha,Clupeidae,Clupeiformes,200.0,fusiform,60.0,tropical,2.9,0.49000001,1.384019,Zinc,1.2,Marine
124,WOS,2015.0,Bangladesh,pelagic_neritic,whole_parts,Tenualosa_ilisha,Clupeidae,Clupeiformes,200.0,fusiform,60.0,tropical,2.9,0.49000001,1.384019,Zinc,1.8,Marine
287,Expert,2013.0,Bangladesh,pelagic_neritic,unknown,Coilia_dussumieri,Engraulidae,Clupeiformes,50.0,elongate,20.0,tropical,3.299999952,1.1,0.7,Zinc,1.25,Marine
288,Expert,2013.0,Bangladesh,pelagic_neritic,whole,Setipinna_taty,Engraulidae,Clupeiformes,50.0,fusiform,22.1,tropical,3.2,0.33,2.3,Zinc,1.6,Marine
289,Expert,2013.0,Bangladesh,demersal,whole_parts,Protonibea_diacanthus,Sciaenidae,Perciformes,100.0,fusiform,150.0,tropical,3.5,0.31,2.0,Zinc,0.65,Marine
290,Expert,2013.0,Bangladesh,pelagic_neritic,whole,Corica_soborna,Clupeidae,Clupeiformes,20.0,fusiform,4.1,tropical,3.1,2.77,0.4,Zinc,3.1,Marine
291,Expert,2013.0,Bangladesh,demersal,whole_parts,Lates_calcarifer,Latidae,Perciformes,40.0,fusiform,200.0,tropical,3.8,0.125,4.485883,Zinc,0.16,Marine
292,Expert,2013.0,Bangladesh,benthopelagic,whole_parts,Glossogobius_giuris,Gobiidae,Perciformes,5.0,fusiform,50.0,tropical,3.66,0.69,1.1,Zinc,0.93,Marine
293,Expert,2013.0,Bangladesh,pelagic_neritic,whole_parts,Tenualosa_ilisha,Clupeidae,Clupeiformes,200.0,fusiform,60.0,tropical,2.9,0.49000001,1.384019,Zinc,0.54,Marine
294,Expert,2013.0,Bangladesh,demersal,unknown,Leptomelanosoma_indicum,Polynemidae,Perciformes,100.0,elongate,142.0,tropical,3.86,0.19,3.1,Zinc,1.35,Marine
295,Expert,2013.0,Bangladesh,pelagic_neritic,unknown,Scomberomorus_guttatus,Scombridae,Perciformes,200.0,fusiform,76.0,tropical,4.3,0.340000004,1.9,Zinc,0.78,Marine
296,Expert,2013.0,Bangladesh,pelagic_neritic,unknown,Scomberomorus_commerson,Scombridae,Perciformes,70.0,fusiform,240.0,tropical,4.5,0.595000029,1.010677,Zinc,0.4,Marine
297,Expert,2013.0,Bangladesh,demersal,unknown,Chelon_parsia,Mugilidae,Mugiliformes,10.0,fusiform,43.51578953,tropical,2.609090909,0.287800001,3.02470375,Zinc,1.43,Marine
298,Expert,2013.0,Bangladesh,reef_associated,whole_parts,Parastromateus_niger,Carangidae,Perciformes,105.0,short_deep,75.0,tropical,2.9,0.319999993,2.237673,Zinc,0.48,Marine
299,Expert,2013.0,Bangladesh,benthopelagic,whole_parts,Pampus_chinensis,Stromateidae,Perciformes,110.0,short_deep,40.0,tropical,3.6,0.66,1.0,Zinc,0.59,Marine
300,Expert,2013.0,Bangladesh,benthopelagic,unknown,Pampus_argenteus,Stromateidae,Perciformes,110.0,short_deep,60.0,subtropical,3.3,0.449999988,1.631748,Zinc,0.27,Marine
301,Expert,2013.0,Bangladesh,pelagic_neritic,unknown,Xenentodon_cancila,Belonidae,Beloniformes,2.0,elongate,40.0,tropical,3.86,0.43,1.6,Zinc,0.94,Marine
302,Expert,2013.0,Bangladesh,pelagic_neritic,whole_parts,Euthynnus_affinis,Scombridae,Perciformes,200.0,fusiform,100.0,tropical,4.5,0.444000006,1.43524,Zinc,0.27,Marine
303,Expert,2016.0,Bangladesh,pelagic_neritic,whole_parts,Corica_soborna,Clupeidae,Clupeiformes,20.0,fusiform,4.1,tropical,3.1,2.77,0.4,Zinc,2.63,Marine
304,Expert,2016.0,Bangladesh,demersal,whole_parts,Eleotris_fusca,Eleotridae,Perciformes,5.0,elongate,26.0,tropical,3.79,0.35,2.1,Zinc,1.71,Marine
305,Expert,2016.0,Bangladesh,benthopelagic,whole_parts,Glossogobius_giuris,Gobiidae,Perciformes,5.0,fusiform,50.0,tropical,3.66,0.69,1.1,Zinc,1.85,Marine
306,Expert,2016.0,Bangladesh,pelagic_neritic,whole_parts,Hyporhamphus_limbatus,Hemiramphidae,Beloniformes,9.666666667,elongate,35.0,tropical,3.11,0.71,1.0,Zinc,0.84,Marine
307,Expert,2016.0,Bangladesh,pelagic_neritic,whole_parts,Stolephorus_tri,Engraulidae,Clupeiformes,50.0,fusiform,9.5,tropical,3.233333333,1.029999971,0.8,Zinc,2.84,Marine
308,Expert,2016.0,Bangladesh,pelagic_neritic,whole_parts,Xenentodon_cancila,Belonidae,Beloniformes,2.0,elongate,40.0,tropical,3.86,0.43,1.6,Zinc,1.83,Marine
441,FAO,2002.0,Greece,demersal,muscle,Dicentrarchus_labrax,Moronidae,Perciformes,100.0,fusiform,103.0,subtropical,3.5,0.219999999,2.957005,Zinc,1.0682,Marine
442,FAO,2009.0,Iran,pelagic_neritic,muscle,Liza_aurata,Mugilidae,Mugiliformes,10.0,fusiform,59.0,temperate,2.8,0.330000013,2.103572,Zinc,0.193032,Marine
443,FAO,2009.0,Iran,pelagic_neritic,muscle,Clupeonella_cultriventris,Clupeidae,Clupeiformes,13.0,fusiform,14.5,temperate,3.15,0.236000001,3.272749,Zinc,0.503116,Marine
468,FAO,2009.0,Spain,benthopelagic,muscle,Pagellus_bogaraveo,Sparidae,Perciformes,700.0,fusiform,130.0,temperate,4.2,0.162,4.171139,Zinc,0.256,Marine
469,FAO,2009.0,Spain,benthopelagic,muscle,Pagellus_bogaraveo,Sparidae,Perciformes,700.0,fusiform,130.0,temperate,4.2,0.162,4.171139,Zinc,0.263,Marine
470,FAO,2009.0,Spain,benthopelagic,muscle,Pagellus_bogaraveo,Sparidae,Perciformes,700.0,fusiform,130.0,temperate,4.2,0.162,4.171139,Zinc,0.356,Marine
533,FAO,2009.0,Spain,demersal,muscle,Scophthalmus_maximus,Scophthalmidae,Pleuronectiformes,70.0,flat,100.0,temperate,4.4,0.310000002,2.161476,Zinc,0.12,Marine
573,FAO,2010.0,Unknown,pelagic_neritic,muscle,Sarda_sarda,Scombridae,Perciformes,200.0,fusiform,91.40000153,subtropical,4.5,0.718999982,0.9204233,Zinc,0.5549,Marine
574,FAO,2010.0,Unknown,pelagic_neritic,muscle,Sarda_sarda,Scombridae,Perciformes,200.0,fusiform,91.40000153,subtropical,4.5,0.718999982,0.9204233,Zinc,1.7805,Marine
575,FAO,2010.0,Unknown,pelagic_neritic,muscle,Sarda_sarda,Scombridae,Perciformes,200.0,fusiform,91.40000153,subtropical,4.5,0.718999982,0.9204233,Zinc,1.8137,Marine
576,FAO,2010.0,Unknown,pelagic_neritic,muscle,Sarda_sarda,Scombridae,Perciformes,200.0,fusiform,91.40000153,subtropical,4.5,0.718999982,0.9204233,Zinc,1.5755,Marine
577,FAO,2010.0,Unknown,pelagic_neritic,muscle,Sarda_sarda,Scombridae,Perciformes,200.0,fusiform,91.40000153,subtropical,4.5,0.718999982,0.9204233,Zinc,0.456,Marine
578,FAO,2010.0,Unknown,pelagic_neritic,muscle,Sarda_sarda,Scombridae,Perciformes,200.0,fusiform,91.40000153,subtropical,4.5,0.718999982,0.9204233,Zinc,1.4589,Marine
579,FAO,2010.0,Unknown,pelagic_neritic,muscle,Sarda_sarda,Scombridae,Perciformes,200.0,fusiform,91.40000153,subtropical,4.5,0.718999982,0.9204233,Zinc,0.1195,Marine
580,FAO,2010.0,Unknown,pelagic_neritic,muscle,Sarda_sarda,Scombridae,Perciformes,200.0,fusiform,91.40000153,subtropical,4.5,0.718999982,0.9204233,Zinc,0.513,Marine
581,FAO,2010.0,Unknown,pelagic_neritic,muscle,Sarda_sarda,Scombridae,Perciformes,200.0,fusiform,91.40000153,subtropical,4.5,0.718999982,0.9204233,Zinc,0.2116,Marine
582,FAO,2010.0,Unknown,pelagic_neritic,muscle,Sarda_sarda,Scombridae,Perciformes,200.0,fusiform,91.40000153,subtropical,4.5,0.718999982,0.9204233,Zinc,2.3925,Marine
583,FAO,2010.0,Unknown,pelagic_neritic,muscle,Sarda_sarda,Scombridae,Perciformes,200.0,fusiform,91.40000153,subtropical,4.5,0.718999982,0.9204233,Zinc,0.412,Marine
584,FAO,2010.0,Unknown,pelagic_neritic,muscle,Sarda_sarda,Scombridae,Perciformes,200.0,fusiform,91.40000153,subtropical,4.5,0.718999982,0.9204233,Zinc,0.4969,Marine
585,FAO,2010.0,Unknown,pelagic_neritic,muscle,Trachurus_trachurus,Carangidae,Perciformes,1050.0,fusiform,70.0,subtropical,3.7,0.143999994,4.858615,Zinc,0.7914,Marine
586,FAO,2010.0,Unknown,pelagic_neritic,muscle,Trachurus_trachurus,Carangidae,Perciformes,1050.0,fusiform,70.0,subtropical,3.7,0.143999994,4.858615,Zinc,2.3044,Marine
587,FAO,2010.0,Unknown,pelagic_neritic,muscle,Trachurus_trachurus,Carangidae,Perciformes,1050.0,fusiform,70.0,subtropical,3.7,0.143999994,4.858615,Zinc,3.5827,Marine
588,FAO,2010.0,Unknown,pelagic_neritic,muscle,Trachurus_trachurus,Carangidae,Perciformes,1050.0,fusiform,70.0,subtropical,3.7,0.143999994,4.858615,Zinc,1.5969,Marine
589,FAO,2010.0,Unknown,pelagic_neritic,muscle,Trachurus_trachurus,Carangidae,Perciformes,1050.0,fusiform,70.0,subtropical,3.7,0.143999994,4.858615,Zinc,2.9114,Marine
590,FAO,2010.0,Unknown,pelagic_neritic,muscle,Trachurus_trachurus,Carangidae,Perciformes,1050.0,fusiform,70.0,subtropical,3.7,0.143999994,4.858615,Zinc,2.924,Marine
591,FAO,2010.0,Unknown,pelagic_neritic,muscle,Trachurus_trachurus,Carangidae,Perciformes,1050.0,fusiform,70.0,subtropical,3.7,0.143999994,4.858615,Zinc,1.9569,Marine
592,FAO,2010.0,Unknown,pelagic_neritic,muscle,Trachurus_trachurus,Carangidae,Perciformes,1050.0,fusiform,70.0,subtropical,3.7,0.143999994,4.858615,Zinc,1.3961,Marine
593,FAO,2010.0,Unknown,pelagic_neritic,muscle,Trachurus_trachurus,Carangidae,Perciformes,1050.0,fusiform,70.0,subtropical,3.7,0.143999994,4.858615,Zinc,3.2392,Marine
594,FAO,2010.0,Unknown,pelagic_neritic,muscle,Trachurus_trachurus,Carangidae,Perciformes,1050.0,fusiform,70.0,subtropical,3.7,0.143999994,4.858615,Zinc,1.6665,Marine
595,FAO,2010.0,Unknown,pelagic_neritic,muscle,Trachurus_trachurus,Carangidae,Perciformes,1050.0,fusiform,70.0,subtropical,3.7,0.143999994,4.858615,Zinc,3.345,Marine
